Country/Region,Date,Confirmed,Deaths,Recovered
Mozambique,2020-05-31,4381,11,1384
Mozambique,2020-06-30,17887,104,4938
Mozambique,2020-07-31,41760,290,13141
Mozambique,2020-08-31,88562,569,39185
Mozambique,2020-09-30,179950,1175,104028
Mozambique,2020-10-31,332795,2356,250540
Mozambique,2020-11-30,432481,3378,371475
Mozambique,2020-12-31,532505,4518,471875
Mozambique,2021-01-31,831521,7668,595558
Mozambique,2021-02-28,1405822,14789,896367
Mozambique,2021-03-31,2000023,22451,1560712
Mozambique,2021-04-30,2069494,23889,1817919
Mozambique,2021-05-31,2040701,23951,1981984
Namibia,2020-03-31,97,0,16
Namibia,2020-04-30,472,0,143
Namibia,2020-05-31,554,0,365
Namibia,2020-06-30,1843,0,559
Namibia,2020-07-31,33954,109,1607
Namibia,2020-08-31,137480,1118,52159
Namibia,2020-09-30,293487,3123,195205
Namibia,2020-10-31,377670,4015,316966
Namibia,2020-11-30,407143,4192,374664
Namibia,2020-12-31,559188,5264,487276
Namibia,2021-01-31,923307,8719,824085
Namibia,2021-02-28,1015143,10897,961560
Namibia,2021-03-31,1287688,14635,1207657
Namibia,2021-04-30,1389191,17649,1325800
Namibia,2021-05-31,1485415,20870,1394155
Nepal,2020-01-31,7,0,0
Nepal,2020-02-29,29,0,18
Nepal,2020-03-31,56,0,31
Nepal,2020-04-30,792,0,153
Nepal,2020-05-31,13506,58,2137
Nepal,2020-06-30,210352,569,41128
Nepal,2020-07-31,535535,1239,321132
Nepal,2020-08-31,863563,3653,542907
Nepal,2020-09-30,1747272,11138,1218489
Nepal,2020-10-31,3896377,22114,2792714
Nepal,2020-11-30,6233158,36885,5312094
Nepal,2020-12-31,7741083,53289,7367852
Nepal,2021-01-31,8268041,60548,8078628
Nepal,2021-02-28,7636928,60803,7530016
Nepal,2021-03-31,8542862,92575,8418147
Nepal,2021-04-30,8652964,92807,8262690
Nepal,2021-05-31,12909717,144414,9949088
Netherlands,2020-02-29,8,0,0
Netherlands,2020-03-31,101993,5837,806
Netherlands,2020-04-30,847556,94860,6810
Netherlands,2020-05-31,1357150,173232,4967
Netherlands,2020-06-30,1467908,182259,5505
Netherlands,2020-07-31,1609488,190761,5970
Netherlands,2020-08-31,1987056,192279,14443
Netherlands,2020-09-30,2805482,189698,73008
Netherlands,2020-10-31,7020285,211846,157645
Netherlands,2020-11-30,13649806,256715,192994
Netherlands,2020-12-31,20507503,322195,253824
Netherlands,2021-01-31,28343170,401458,357015
Netherlands,2021-02-28,29303549,418927,384337
Netherlands,2021-03-31,36901518,503675,470066
Netherlands,2021-04-30,42290027,511880,607587
Netherlands,2021-05-31,46763492,512773,766075
New Zealand,2020-02-29,2,0,0
New Zealand,2020-03-31,3637,3,341
New Zealand,2020-04-30,38859,272,20597
New Zealand,2020-05-31,46429,652,43628
New Zealand,2020-06-30,45317,660,44470
New Zealand,2020-07-31,47976,682,46588
New Zealand,2020-08-31,50692,682,47670
New Zealand,2020-09-30,54113,730,50814
New Zealand,2020-10-31,58768,775,56393
New Zealand,2020-11-30,60239,750,57760
New Zealand,2020-12-31,65370,775,62910
New Zealand,2021-01-31,69608,775,66640
New Zealand,2021-02-28,65507,714,63182
New Zealand,2021-03-31,75612,806,72471
New Zealand,2021-04-30,77304,780,74374
New Zealand,2021-05-31,76847,754,75427
Nicaragua,2020-03-31,33,5,0
Nicaragua,2020-04-30,269,51,112
Nicaragua,2020-05-31,6802,436,3739
Nicaragua,2020-06-30,49303,1791,28201
Nicaragua,2020-07-31,95826,3048,64765
Nicaragua,2020-08-31,128770,3995,89040
Nicaragua,2020-09-30,146980,4369,87390
Nicaragua,2020-10-31,165777,4767,124415
Nicaragua,2020-11-30,170201,4748,126750
Nicaragua,2020-12-31,183612,5043,130975
Nicaragua,2021-01-31,190873,5181,130975
Nicaragua,2021-02-28,178231,4798,118300
Nicaragua,2021-03-31,203458,5443,130975
Nicaragua,2021-04-30,203357,5398,126750
Nicaragua,2021-05-31,206190,5340,122525
Niger,2020-03-31,119,11,0
Niger,2020-04-30,15083,511,4307
Niger,2020-05-31,26985,1596,21171
Niger,2020-06-30,30260,1982,26754
Niger,2020-07-31,34308,2124,30945
Niger,2020-08-31,36069,2139,33167
Niger,2020-09-30,35530,2070,33037
Niger,2020-10-31,37451,2139,34874
Niger,2020-11-30,39812,2089,34738
Niger,2020-12-31,75726,2645,43840
Niger,2021-01-31,125511,4235,89146
Niger,2021-02-28,130884,4711,114939
Niger,2021-03-31,151178,5607,138597
Niger,2021-04-30,153386,5685,143035
Niger,2021-05-31,154739,5565,143843
Nigeria,2020-02-29,2,0,0
Nigeria,2020-03-31,843,11,39
Nigeria,2020-04-30,19506,574,4039
Nigeria,2020-05-31,180866,5475,45752
Nigeria,2020-06-30,521195,13324,175349
Nigeria,2020-07-31,1081480,23530,452352
Nigeria,2020-08-31,1523808,30017,1090428
Nigeria,2020-09-30,1697188,32466,1386991
Nigeria,2020-10-31,1889825,34800,1684797
Nigeria,2020-11-30,1957643,34864,1834523
Nigeria,2020-12-31,2359755,37619,2092553
Nigeria,2021-01-31,3386814,44269,2721964
Nigeria,2021-02-28,4086780,49274,3401212
Nigeria,2021-03-31,4974919,62207,4475051
Nigeria,2021-04-30,4922431,61812,4620261
Nigeria,2021-05-31,4804892,59928,4528779
North Ireland,2020-02-29,1,0,0
North Macedonia,2020-02-29,4,0,0
North Macedonia,2020-03-31,2469,40,49
North Macedonia,2020-04-30,29086,1283,5898
North Macedonia,2020-05-31,55465,3164,38840
North Macedonia,2020-06-30,127852,6176,55824
North Macedonia,2020-07-31,267796,12485,138040
North Macedonia,2020-08-31,393574,16907,280023
North Macedonia,2020-09-30,484487,20038,401568
North Macedonia,2020-10-31,721228,26064,534913
North Macedonia,2020-11-30,1422228,40405,859057
North Macedonia,2020-12-31,2316938,67591,1590687
North Macedonia,2021-01-31,2736461,83407,2228365
North Macedonia,2021-02-28,2725082,83970,2445099
North Macedonia,2021-03-31,3572167,105174,3065670
North Macedonia,2021-04-30,4319854,130729,3611302
North Macedonia,2021-05-31,4475350,150276,4123498
Norway,2020-02-29,23,0,0
Norway,2020-03-31,51326,234,88
Norway,2020-04-30,200308,4258,941
Norway,2020-05-31,253969,7048,77942
Norway,2020-06-30,259993,7290,242907
Norway,2020-07-31,279850,7854,257570
Norway,2020-08-31,309769,8063,278548
Norway,2020-09-30,373709,8001,304995
Norway,2020-10-31,512670,8601,363715
Norway,2020-11-30,868805,8983,447915
Norway,2020-12-31,1318834,12179,557938
Norway,2021-01-31,1785238,15756,557938
Norway,2021-02-28,1873818,16705,503944
Norway,2021-03-31,2572627,19951,557938
Norway,2021-04-30,3171867,21206,539940
Norway,2021-05-31,3450571,22414,521942
Oman,2020-02-29,22,0,1
Oman,2020-03-31,1700,1,359
Oman,2020-04-30,32202,164,5647
Oman,2020-05-31,169194,774,46072
Oman,2020-06-30,752585,3322,332884
Oman,2020-07-31,1918861,9199,1295975
Oman,2020-08-31,2564645,17484,2331765
Oman,2020-09-30,2740993,24157,2536187
Oman,2020-10-31,3346098,33509,2951861
Oman,2020-11-30,3601350,40180,3323729
Oman,2020-12-31,3926319,45626,3675633
Oman,2021-01-31,4078314,46892,3847728
Oman,2021-02-28,3852400,43254,3619485
Oman,2021-03-31,4607228,50127,4259170
Oman,2021-04-30,5301318,55194,4734243
Oman,2021-05-31,5937840,63074,5451790
Others,2020-02-29,10076,35,44
Others,2020-03-31,16152,154,4959
Pakistan,2020-02-29,10,0,0
Pakistan,2020-03-31,15577,126,377
Pakistan,2020-04-30,230409,4503,47245
Pakistan,2020-05-31,1261990,27051,379069
Pakistan,2020-06-30,4413294,88228,1730614
Pakistan,2020-07-31,7910429,166284,5724986
Pakistan,2020-08-31,8935125,190811,8277892
Pakistan,2020-09-30,9118734,191953,8707565
Pakistan,2020-10-31,10005964,205956,9499486
Pakistan,2020-11-30,10891173,220356,9778401
Pakistan,2020-12-31,13839663,282857,12200937
Pakistan,2021-01-31,16029828,340044,14625794
Pakistan,2021-02-28,15805181,345787,14700436
Pakistan,2021-03-31,19174307,423884,17864480
Pakistan,2021-04-30,22498648,483568,19693003
Pakistan,2021-05-31,25442064,566161,22789628
Palestine,2020-03-31,86,0,0
Panama,2020-03-31,7285,133,27
Panama,2020-04-30,112687,3087,4645
Panama,2020-05-31,296760,8266,153714
Panama,2020-06-30,671302,14003,386996
Panama,2020-07-31,1544999,31805,819145
Panama,2020-08-31,2495408,54469,1691955
Panama,2020-09-30,3095304,65935,2321732
Panama,2020-10-31,3823490,78854,3086246
Panama,2020-11-30,4442214,86505,3819094
Panama,2020-12-31,6281785,108008,5205758
Panama,2021-01-31,9023901,146057,7329604
Panama,2021-02-28,9296807,157230,8611322
Panama,2021-03-31,10808142,186048,10433808
Panama,2021-04-30,10799722,185333,10488438
Panama,2021-05-31,10745472,182629,10417025
Papua New Guinea,2020-03-31,12,0,0
Papua New Guinea,2020-04-30,139,0,0
Papua New Guinea,2020-05-31,248,0,224
Papua New Guinea,2020-06-30,261,0,240
Papua New Guinea,2020-07-31,786,7,275
Papua New Guinea,2020-08-31,9181,104,3950
Papua New Guinea,2020-09-30,15304,179,8948
Papua New Guinea,2020-10-31,17613,217,16732
Papua New Guinea,2020-11-30,18326,210,17551
Papua New Guinea,2020-12-31,22656,249,19083
Papua New Guinea,2021-01-31,25582,279,23769
Papua New Guinea,2021-02-28,27487,274,23580
Papua New Guinea,2021-03-31,87886,892,26226
Papua New Guinea,2021-04-30,271554,2465,92945
Papua New Guinea,2021-05-31,389520,3979,343433
Paraguay,2020-03-31,546,26,5
Paraguay,2020-04-30,5046,204,1240
Paraguay,2020-05-31,22319,329,7381
Paraguay,2020-06-30,41461,372,22255
Paraguay,2020-07-31,107086,919,57925
Paraguay,2020-08-31,322154,4682,196647
Paraguay,2020-09-30,895368,17590,481558
Paraguay,2020-10-31,1643914,35752,1072147
Paraguay,2020-11-30,2172533,47568,1539817
Paraguay,2020-12-31,2979709,62415,2150123
Paraguay,2021-01-31,3746546,77300,2984695
Paraguay,2021-02-28,4076019,82680,3390332
Paraguay,2021-03-31,5750218,111906,4751580
Paraguay,2021-04-30,7379850,155909,6061404
Paraguay,2021-05-31,9083060,221723,7508651
Peru,2020-03-31,7702,142,518
Peru,2020-04-30,410944,11056,138147
Peru,2020-05-31,2846050,81415,1053575
Peru,2020-06-30,6931248,210200,3606549
Peru,2020-07-31,10657640,424053,7184053
Peru,2020-08-31,16414082,759195,11256767
Peru,2020-09-30,22054476,923911,17282734
Peru,2020-10-31,26653391,1039335,23630554
Peru,2020-11-30,28025436,1056154,25846638
Peru,2020-12-31,30624534,1140356,28636485
Peru,2021-01-31,32876154,1204526,30599721
Peru,2021-02-28,34491490,1222507,31896933
Peru,2021-03-31,44328085,1526553,41513915
Peru,2021-04-30,50368511,1692814,48120325
Peru,2021-05-31,54460864,1902554,52905861
Philippines,2020-01-31,2,0,0
Philippines,2020-02-29,80,28,18
Philippines,2020-03-31,11453,669,368
Philippines,2020-04-30,163684,10091,13116
Philippines,2020-05-31,386438,24374,77416
Philippines,2020-06-30,813411,33051,198564
Philippines,2020-07-31,1949430,50594,679414
Philippines,2020-08-31,4980560,82571,3060066
Philippines,2020-09-30,8070661,136916,6186401
Philippines,2020-10-31,10848463,200958,9226754
Philippines,2020-11-30,12238336,235252,11112018
Philippines,2020-12-31,14069315,273745,13001987
Philippines,2021-01-31,15468721,305617,14318784
Philippines,2021-02-28,15404710,324542,14213785
Philippines,2021-03-31,19944409,396865,17431829
Philippines,2021-04-30,27170027,462083,22639238
Philippines,2021-05-31,32900768,551760,30689332
Poland,2020-03-31,16224,213,118
Poland,2020-04-30,235230,9321,31234
Poland,2020-05-31,568704,27459,224239
Poland,2020-06-30,890824,38238,461948
Poland,2020-07-31,1223582,49588,882204
Poland,2020-08-31,1758274,58280,1225396
Poland,2020-09-30,2314353,67449,1814659
Poland,2020-10-31,5617354,111723,2907324
Poland,2020-11-30,21289192,328283,9795769
Poland,2020-12-31,35868875,731780,26690510
Poland,2021-01-31,43986631,1021601,36176533
Poland,2021-02-28,44741606,1140187,37651390
Poland,2021-03-31,61090282,1487529,49763592
Poland,2021-04-30,78591316,1817472,67131337
Poland,2021-05-31,82488389,2062553,75079177
Portugal,2020-03-31,46919,792,348
Portugal,2020-04-30,533042,18022,18509
Portugal,2020-05-31,891512,37567,233013
Portugal,2020-06-30,1120468,45356,703225
Portugal,2020-07-31,1466385,51775,999004
Portugal,2020-08-31,1681411,55081,1226334
Portugal,2020-09-30,1979547,56608,1344815
Portugal,2020-10-31,3100387,67536,1852290
Portugal,2020-11-30,6631134,103714,4202384
Portugal,2020-12-31,11078455,178905,8706096
Portugal,2021-01-31,17049576,281499,12753327
Portugal,2021-02-28,21832473,421699,18301078
Portugal,2021-03-31,25249953,516947,23385689
Portugal,2021-04-30,24884086,507843,23618611
Portugal,2021-05-31,24417284,493077,23274322
Puerto Rico,2020-03-31,3,0,0
Qatar,2020-02-29,1,0,0
Qatar,2020-03-31,10292,5,501
Qatar,2020-04-30,156835,215,15075
Qatar,2020-05-31,1004693,576,221977
Qatar,2020-06-30,2393921,2366,1762241
Qatar,2020-07-31,3253053,4642,3104613
Qatar,2020-08-31,3564216,5852,3463447
Qatar,2020-09-30,3670670,6226,3577931
Qatar,2020-10-31,4003427,6912,3909060
Qatar,2020-11-30,4075334,7030,3987319
Qatar,2020-12-31,4383960,7488,4309170
Qatar,2021-01-31,4566164,7647,4453344
Qatar,2021-02-28,4411295,7112,4169021
Qatar,2021-03-31,5315332,8389,4926351
Qatar,2021-04-30,5816640,11024,5216342
Qatar,2021-05-31,6165756,15116,5943701
Republic of Ireland,2020-03-31,21,0,0
Republic of the Congo,2020-03-31,1,0,0
Reunion,2020-03-31,137,0,0
Romania,2020-02-29,8,0,0
Romania,2020-03-31,14734,314,1483
Romania,2020-04-30,222963,11630,47500
Romania,2020-05-31,507655,32626,279385
Romania,2020-06-30,680012,43273,482310
Romania,2020-07-31,1133525,61343,704930
Romania,2020-08-31,2170182,92640,1010701
Romania,2020-09-30,3212048,127808,1932670
Romania,2020-10-31,5464640,179557,4050968
Romania,2020-11-30,10889047,272640,7584394
Romania,2020-12-31,17531041,426462,14561843
Romania,2021-01-31,21284511,531027,19271961
Romania,2021-02-28,21393593,543576,19846835
Romania,2021-03-31,27072367,675852,24533908
Romania,2021-04-30,30490112,776365,27803319
Romania,2021-05-31,31016360,851494,29595672
Russia,2020-01-31,2,0,0
Russia,2020-02-29,58,0,36
Russia,2020-03-31,12214,54,569
Russia,2020-04-30,1129437,10123,96017
Russia,2020-05-31,8257093,82313,2281612
Russia,2020-06-30,16097579,215268,8852843
Russia,2020-07-31,23233041,366477,16385384
Russia,2020-08-31,28508044,484136,22621627
Russia,2020-09-30,32289140,565674,26547834
Russia,2020-10-31,42549555,738104,32921521
Russia,2020-11-30,57925419,1000094,43849682
Russia,2020-12-31,84102182,1490416,66895159
Russia,2021-01-31,108422409,1990841,89953096
Russia,2021-02-28,112712911,2207943,99366186
Russia,2021-03-31,135088504,2830301,122880768
Russia,2021-04-30,138817103,3087531,127655382
Russia,2021-05-31,141404158,3294444,130398000
Rwanda,2020-03-31,579,0,0
Rwanda,2020-04-30,4265,0,1482
Rwanda,2020-05-31,9340,2,5732
Rwanda,2020-06-30,18926,59,10225
Rwanda,2020-07-31,46037,128,23767
Rwanda,2020-08-31,83766,298,48860
Rwanda,2020-09-30,137668,702,80208
Rwanda,2020-10-31,154093,1002,130970
Rwanda,2020-11-30,164524,1274,153068
Rwanda,2020-12-31,216567,1895,185751
Rwanda,2021-01-31,348874,4440,238887
Rwanda,2021-02-28,485642,6594,408404
Rwanda,2021-03-31,631948,8772,580740
Rwanda,2021-04-30,711088,9630,654819
Rwanda,2021-05-31,756763,9964,711854
Saint Barthelemy,2020-03-31,17,0,0
Saint Kitts and Nevis,2020-03-31,25,0,0
Saint Kitts and Nevis,2020-04-30,385,0,24
Saint Kitts and Nevis,2020-05-31,465,0,416
Saint Kitts and Nevis,2020-06-30,450,0,450
Saint Kitts and Nevis,2020-07-31,515,0,466
Saint Kitts and Nevis,2020-08-31,527,0,518
Saint Kitts and Nevis,2020-09-30,530,0,510
Saint Kitts and Nevis,2020-10-31,589,0,570
Saint Kitts and Nevis,2020-11-30,593,0,570
Saint Kitts and Nevis,2020-12-31,862,0,730
Saint Kitts and Nevis,2021-01-31,1072,0,1004
Saint Kitts and Nevis,2021-02-28,1130,0,1065
Saint Kitts and Nevis,2021-03-31,1325,0,1284
Saint Kitts and Nevis,2021-04-30,1320,0,1320
Saint Kitts and Nevis,2021-05-31,1423,0,1291
Saint Lucia,2020-03-31,66,0,5
Saint Lucia,2020-04-30,442,0,246
Saint Lucia,2020-05-31,556,0,534
Saint Lucia,2020-06-30,567,0,547
Saint Lucia,2020-07-31,703,0,616
Saint Lucia,2020-08-31,789,0,757
Saint Lucia,2020-09-30,802,0,786
Saint Lucia,2020-10-31,1254,0,839
Saint Lucia,2020-11-30,5201,41,1838
Saint Lucia,2020-12-31,8909,119,6842
Saint Lucia,2021-01-31,20063,247,11632
Saint Lucia,2021-02-28,68586,683,50182
Saint Lucia,2021-03-31,124502,1581,116838
Saint Lucia,2021-04-30,131631,1998,126794
Saint Lucia,2021-05-31,138922,2195,131595
Saint Vincent and the Grenadines,2020-03-31,18,0,4
Saint Vincent and the Grenadines,2020-04-30,329,0,75
Saint Vincent and the Grenadines,2020-05-31,567,0,372
Saint Vincent and the Grenadines,2020-06-30,834,0,705
Saint Vincent and the Grenadines,2020-07-31,1233,0,1000
Saint Vincent and the Grenadines,2020-08-31,1779,0,1642
Saint Vincent and the Grenadines,2020-09-30,1894,0,1840
Saint Vincent and the Grenadines,2020-10-31,2092,0,2017
Saint Vincent and the Grenadines,2020-11-30,2400,0,2263
Saint Vincent and the Grenadines,2020-12-31,3070,0,2580
Saint Vincent and the Grenadines,2021-01-31,14455,30,3984
Saint Vincent and the Grenadines,2021-02-28,38221,145,16512
Saint Vincent and the Grenadines,2021-03-31,52231,274,39862
Saint Vincent and the Grenadines,2021-04-30,54187,304,50055
Saint Vincent and the Grenadines,2021-05-31,56207,343,51458
Samoa,2020-03-31,0,0,0
Samoa,2020-04-30,0,0,0
Samoa,2020-05-31,0,0,0
Samoa,2020-06-30,0,0,0
Samoa,2020-07-31,0,0,0
Samoa,2020-08-31,0,0,0
Samoa,2020-09-30,0,0,0
Samoa,2020-10-31,0,0,0
Samoa,2020-11-30,17,0,0
Samoa,2020-12-31,62,0,50
Samoa,2021-01-31,62,0,62
Samoa,2021-02-28,70,0,56
Samoa,2021-03-31,93,0,62
Samoa,2021-04-30,90,0,60
Samoa,2021-05-31,87,0,70
San Marino,2020-02-29,3,0,0
San Marino,2020-03-31,3461,318,94
San Marino,2020-04-30,12054,1094,1543
San Marino,2020-05-31,19843,1280,6084
San Marino,2020-06-30,20723,1260,16373
San Marino,2020-07-31,21661,1302,20344
San Marino,2020-08-31,21784,1302,20376
San Marino,2020-09-30,21717,1260,19991
San Marino,2020-10-31,24252,1302,21510
San Marino,2020-11-30,38064,1285,28869
San Marino,2020-12-31,62595,1628,51659
San Marino,2021-01-31,85076,1985,74817
San Marino,2021-02-28,93487,1991,83525
San Marino,2021-03-31,130848,2437,114074
San Marino,2021-04-30,149013,2604,137808
San Marino,2021-05-31,147325,2610,143943
Sao Tome and Principe,2020-04-30,118,0,12
Sao Tome and Principe,2020-05-31,7624,213,508
Sao Tome and Principe,2020-06-30,18865,367,4717
Sao Tome and Principe,2020-07-31,23753,429,13719
Sao Tome and Principe,2020-08-31,27436,465,25342
Sao Tome and Principe,2020-09-30,27146,450,26126
Sao Tome and Principe,2020-10-31,28809,468,27754
Sao Tome and Principe,2020-11-30,29081,491,27531
Sao Tome and Principe,2020-12-31,31257,527,29509
Sao Tome and Principe,2021-01-31,34943,527,30831
Sao Tome and Principe,2021-02-28,42060,579,32477
Sao Tome and Principe,2021-03-31,64204,1011,56349
Sao Tome and Principe,2021-04-30,68164,1048,65800
Sao Tome and Principe,2021-05-31,67454,1030,65844
Saudi Arabia,2020-03-31,12266,39,594
Saudi Arabia,2020-04-30,262096,2487,38790
Saudi Arabia,2020-05-31,1660260,9632,834277
Saudi Arabia,2020-06-30,4063590,31522,2769372
Saudi Arabia,2020-07-31,7458294,72783,5752127
Saudi Arabia,2020-08-31,9232859,105502,8248725
Saudi Arabia,2020-09-30,9799409,130519,9173836
Saudi Arabia,2020-10-31,10580404,158905,10146947
Saudi Arabia,2020-11-30,10591512,169969,10217197
Saudi Arabia,2020-12-31,11170841,188279,10879608
Saudi Arabia,2021-01-31,11315754,195758,11054823
Saudi Arabia,2021-02-28,10439661,180168,10190052
Saudi Arabia,2021-03-31,11883601,203992,11569975
Saudi Arabia,2021-04-30,12092823,204136,11632845
Saudi Arabia,2021-05-31,12547798,207317,12072332
Senegal,2020-03-31,1444,0,185
Senegal,2020-04-30,12025,118,5624
Senegal,2020-05-31,72254,773,31314
Senegal,2020-06-30,157369,2115,100053
Senegal,2020-07-31,264469,4978,176352
Senegal,2020-08-31,372440,7738,244794
Senegal,2020-09-30,432699,8939,325806
Senegal,2020-10-31,476074,9831,423519
Senegal,2020-11-30,474263,9850,461961
Senegal,2020-12-31,540600,11170,506223
Senegal,2021-01-31,704660,15924,597877
Senegal,2021-02-28,865118,21045,713591
Senegal,2021-03-31,1146849,30191,1028881
Senegal,2021-04-30,1188702,32541,1150408
Senegal,2021-05-31,1184541,32592,1146727
Serbia,2020-03-31,5865,71,41
Serbia,2020-04-30,139555,2827,11967
Serbia,2020-05-31,324948,6909,129723
Serbia,2020-06-30,377220,7697,329045
Serbia,2020-07-31,618471,13387,262529
Serbia,2020-08-31,906472,20614,0
Serbia,2020-09-30,976669,22042,0
Serbia,2020-10-31,1146697,24042,0
Serbia,2020-11-30,2898418,32566,0
Serbia,2020-12-31,8500530,76445,0
Serbia,2021-01-31,11459767,114497,0
Serbia,2021-02-28,11879989,118697,0
Serbia,2021-03-31,16376145,149231,0
Serbia,2021-04-30,19596057,176559,0
Serbia,2021-05-31,20417616,192705,0
Seychelles,2020-03-31,111,0,0
Seychelles,2020-04-30,325,0,78
Seychelles,2020-05-31,341,0,298
Seychelles,2020-06-30,534,0,330
Seychelles,2020-07-31,3122,0,697
Seychelles,2020-08-31,3972,0,3705
Seychelles,2020-09-30,4195,0,4018
Seychelles,2020-10-31,4631,0,4529
Seychelles,2020-11-30,4863,0,4700
Seychelles,2020-12-31,6178,0,5622
Seychelles,2021-01-31,22300,56,15429
Seychelles,2021-02-28,55056,234,43227
Seychelles,2021-03-31,106823,504,92733
Seychelles,2021-04-30,144133,748,129595
Seychelles,2021-05-31,251612,943,202926
Sierra Leone,2020-03-31,1,0,0
Sierra Leone,2020-04-30,1108,28,119
Sierra Leone,2020-05-31,14797,869,5060
Sierra Leone,2020-06-30,35399,1565,21394
Sierra Leone,2020-07-31,51771,1991,37232
Sierra Leone,2020-08-31,60266,2129,46459
Sierra Leone,2020-09-30,63761,2153,49210
Sierra Leone,2020-10-31,71801,2259,54253
Sierra Leone,2020-11-30,71748,2220,54584
Sierra Leone,2020-12-31,76929,2324,57546
Sierra Leone,2021-01-31,92626,2387,64378
Sierra Leone,2021-02-28,106690,2212,70869
Sierra Leone,2021-03-31,122060,2449,85420
Sierra Leone,2021-04-30,120558,2370,86577
Sierra Leone,2021-05-31,118835,2291,89859
Singapore,2020-01-31,53,0,0
Singapore,2020-02-29,1795,0,706
Singapore,2020-03-31,11276,25,3833
Singapore,2020-04-30,188949,282,20458
Singapore,2020-05-31,824865,655,275276
Singapore,2020-06-30,1210239,763,919554
Singapore,2020-07-31,1472037,824,1337855
Singapore,2020-08-31,1719511,837,1599512
Singapore,2020-09-30,1721643,810,1705046
Singapore,2020-10-31,1794938,857,1790330
Singapore,2020-11-30,1743530,843,1740780
Singapore,2020-12-31,1809806,899,1805935
Singapore,2021-01-31,1831362,899,1823293
Singapore,2021-02-28,1673891,812,1668610
Singapore,2021-03-31,1864345,918,1859641
Singapore,2021-04-30,1822946,900,1813315
Singapore,2021-05-31,1785373,909,1771513
Slovakia,2020-03-31,3440,4,46
Slovakia,2020-04-30,28263,260,5372
Slovakia,2020-05-31,45753,832,33099
Slovakia,2020-06-30,47133,840,42629
Slovakia,2020-07-31,60846,869,47478
Slovakia,2020-08-31,92437,975,61770
Slovakia,2020-09-30,187265,1172,100588
Slovakia,2020-10-31,891676,3123,235705
Slovakia,2020-11-30,2567554,15661,1031488
Slovakia,2020-12-31,4363337,42931,3107647
Slovakia,2021-01-31,6785954,106072,5175079
Slovakia,2021-02-28,7798032,165803,6952094
Slovakia,2021-03-31,10497944,266399,7914300
Slovakia,2021-04-30,11201875,325476,7659000
Slovakia,2021-05-31,11218362,351648,7403700
Slovenia,2020-03-31,8609,83,73
Slovenia,2020-04-30,36605,1746,4758
Slovenia,2020-05-31,45272,3191,23158
Slovenia,2020-06-30,45374,3276,40961
Slovenia,2020-07-31,58783,3500,47938
Slovenia,2020-08-31,76193,3985,63078
Slovenia,2020-09-30,121393,4172,87014
Slovenia,2020-10-31,454130,6214,201473
Slovenia,2020-11-30,1671542,25265,1020274
Slovenia,2020-12-31,3098836,66877,2413951
Slovenia,2021-01-31,4541774,97524,3796254
Slovenia,2021-02-28,5025008,103734,4545149
Slovenia,2021-03-31,6272871,122325,5808469
Slovenia,2021-04-30,6883212,124415,6388483
Slovenia,2021-05-31,7199061,125236,6855660
Solomon Islands,2020-10-31,87,0,36
Solomon Islands,2020-11-30,458,0,142
Solomon Islands,2020-12-31,527,0,155
Solomon Islands,2021-01-31,527,0,280
Solomon Islands,2021-02-28,495,0,356
Solomon Islands,2021-03-31,559,0,476
Solomon Islands,2021-04-30,585,0,548
Solomon Islands,2021-05-31,580,0,580
Somalia,2020-03-31,29,0,1
Somalia,2020-04-30,5314,246,154
Somalia,2020-05-31,40774,1679,5112
Somalia,2020-06-30,77531,2587,19214
Somalia,2020-07-31,95846,2866,41258
Somalia,2020-08-31,100817,2905,65204
Somalia,2020-09-30,102629,2938,83678
Somalia,2020-10-31,118956,3117,96068
Somalia,2020-11-30,129609,3263,99979
Somalia,2020-12-31,143124,3824,110001
Somalia,2021-01-31,146980,4030,113160
Somalia,2021-02-28,154727,4714,104816
Somalia,2021-03-31,292095,11884,132969
Somalia,2021-04-30,384553,19215,160848
Somalia,2021-05-31,418806,21780,184709
South Africa,2020-03-31,10173,12,189
South Africa,2020-04-30,88044,1363,23586
South Africa,2020-05-31,497374,9779,234252
South Africa,2020-06-30,2421471,48178,1269120
South Africa,2020-07-31,10057917,153218,5530334
South Africa,2020-08-31,17952588,359769,14206941
South Africa,2020-09-30,19588033,468375,17443704
South Africa,2020-10-31,21710951,563441,19577083
South Africa,2020-11-30,22626679,612357,20848000
South Africa,2020-12-31,27842916,751659,24382473
South Africa,2021-01-31,40240702,1135024,33742707
South Africa,2021-02-28,41711243,1337841,38738591
South Africa,2021-03-31,47472251,1598845,45104475
South Africa,2021-04-30,46922791,1608164,44679248
South Africa,2021-05-31,46796906,1602011,44256876
South Korea,2020-01-31,36,0,0
South Korea,2020-02-29,12128,83,283
South Korea,2020-03-31,244854,2599,54244
South Korea,2020-04-30,315431,6533,228263
South Korea,2020-05-31,342959,8104,305875
South Korea,2020-06-30,365805,8337,325244
South Korea,2020-07-31,423421,9057,385762
South Korea,2020-08-31,505449,9557,434409
South Korea,2020-09-30,673170,11080,567710
South Korea,2020-10-31,780435,13711,717978
South Korea,2020-11-30,888618,14883,778030
South Korea,2020-12-31,1463251,20701,1059042
South Korea,2021-01-31,2220738,37988,1765375
South Korea,2021-02-28,2364057,42682,2094256
