Country/Region,Date,Confirmed,Deaths,Recovered
South Korea,2021-03-31,3003141,52018,2738265
South Korea,2021-04-30,3395144,53623,3103390
South Korea,2021-05-31,3815846,55045,3525215
South Sudan,2020-04-30,191,0,0
South Sudan,2020-05-31,12050,116,103
South Sudan,2020-06-30,49168,780,3081
South Sudan,2020-07-31,66680,1294,24637
South Sudan,2020-08-31,76852,1454,37920
South Sudan,2020-09-30,78188,1459,38700
South Sudan,2020-10-31,87229,1680,39990
South Sudan,2020-11-30,90188,1786,48663
South Sudan,2020-12-31,101635,1923,94668
South Sudan,2021-01-31,115032,1966,103069
South Sudan,2021-02-28,158760,2149,107717
South Sudan,2021-03-31,291531,3227,226880
South Sudan,2021-04-30,312418,3411,303416
South Sudan,2021-05-31,308678,3335,302308
Spain,2020-02-29,151,0,30
Spain,2020-03-31,742381,54563,103234
Spain,2020-04-30,5355694,548160,2151803
Spain,2020-05-31,7100872,834880,4352063
Spain,2020-06-30,7331192,828405,4511280
Spain,2020-07-31,8134290,880773,4661656
Spain,2020-08-31,11159043,889890,4661656
Spain,2020-09-30,18316260,907525,4511280
Spain,2020-10-31,29494693,1046133,4661656
Spain,2020-11-30,43932783,1232707,4511280
Spain,2020-12-31,55067758,1497045,4661656
Spain,2021-01-31,71180786,1671602,4661656
Spain,2021-02-28,85568038,1817907,4210528
Spain,2021-03-31,99280629,2253421,4661656
Spain,2021-04-30,101966198,2304772,4511280
Spain,2021-05-31,104480995,2297321,4360904
Sri Lanka,2020-01-31,5,0,0
Sri Lanka,2020-02-29,29,0,22
Sri Lanka,2020-03-31,1471,6,101
Sri Lanka,2020-04-30,9067,193,2279
Sri Lanka,2020-05-31,31986,279,14754
Sri Lanka,2020-06-30,57101,330,38546
Sri Lanka,2020-07-31,78455,341,63023
Sri Lanka,2020-08-31,90093,351,83327
Sri Lanka,2020-09-30,97197,377,91119
Sri Lanka,2020-10-31,184458,444,109535
Sri Lanka,2020-11-30,519494,1894,343115
Sri Lanka,2020-12-31,1064723,5033,806874
Sri Lanka,2021-01-31,1640683,7976,1405662
Sri Lanka,2021-02-28,2102971,11222,1932116
Sri Lanka,2021-03-31,2741305,16404,2634105
Sri Lanka,2021-04-30,2923063,18400,2776555
Sri Lanka,2021-05-31,4133906,28329,3406010
St. Martin,2020-03-31,2,0,0
Sudan,2020-03-31,48,21,1
Sudan,2020-04-30,2897,282,274
Sudan,2020-05-31,71755,3524,10600
Sudan,2020-06-30,221561,13743,84825
Sudan,2020-07-31,327938,20766,169257
Sudan,2020-08-31,385040,24645,197713
Sudan,2020-09-30,404872,25004,201984
Sudan,2020-10-31,424972,25924,209684
Sudan,2020-11-30,459778,32767,271211
Sudan,2020-12-31,686746,42822,384262
Sudan,2021-01-31,860954,49199,495272
Sudan,2021-02-28,838465,51894,625435
Sudan,2021-03-31,959112,60766,730054
Sudan,2021-04-30,982035,65783,761919
Sudan,2021-05-31,1006282,71569,802847
Suriname,2020-03-31,88,0,0
Suriname,2020-04-30,300,28,136
Suriname,2020-05-31,342,31,277
Suriname,2020-06-30,7377,167,2207
Suriname,2020-07-31,30514,597,18867
Suriname,2020-08-31,92088,1430,65452
Suriname,2020-09-30,137565,2785,121349
Suriname,2020-10-31,157566,3352,152068
Suriname,2020-11-30,158057,3436,154233
Suriname,2020-12-31,172469,3654,164797
Suriname,2021-01-31,230537,4340,207636
Suriname,2021-02-28,245498,4623,228983
Suriname,2021-03-31,279961,5450,264130
Suriname,2021-04-30,287403,5603,265226
Suriname,2021-05-31,349131,6766,297697
Sweden,2020-01-31,1,0,0
Sweden,2020-02-29,53,0,0
Sweden,2020-03-31,43864,945,218
Sweden,2020-04-30,378163,39340,15362
Sweden,2020-05-31,911921,110620,139512
Sweden,2020-06-30,1590985,147839,4971
Sweden,2020-07-31,2360582,172917,0
Sweden,2020-08-31,2600324,179376,0
Sweden,2020-09-30,2632351,175676,0
Sweden,2020-10-31,3240753,183272,0
Sweden,2020-11-30,5546377,187760,0
Sweden,2020-12-31,10695430,240064,0
Sweden,2021-01-31,15946013,316144,0
Sweden,2021-02-28,17201658,347461,0
Sweden,2021-03-31,22569251,408718,0
Sweden,2021-04-30,26658585,412253,0
Sweden,2021-05-31,29888569,413737,0
Switzerland,2020-02-29,36,0,0
Switzerland,2020-03-31,155101,2566,9067
Switzerland,2020-04-30,767858,36069,441116
Switzerland,2020-05-31,943988,57753,836900
Switzerland,2020-06-30,935609,58301,865400
Switzerland,2020-07-31,1033677,61087,929700
Switzerland,2020-08-31,1188157,61790,1031400
Switzerland,2020-09-30,1438863,61100,1191200
Switzerland,2020-10-31,2627252,65473,1638700
Switzerland,2020-11-30,7765995,105906,4536100
Switzerland,2020-12-31,12135482,196202,9187200
Switzerland,2021-01-31,15277220,267815,9845600
Switzerland,2021-02-28,15173740,273475,8892800
Switzerland,2021-03-31,17873268,314918,9845600
Switzerland,2021-04-30,18901590,314791,9528000
Switzerland,2021-05-31,19684964,311250,9210400
Syria,2020-03-31,52,5,0
Syria,2020-04-30,921,72,202
Syria,2020-05-31,2083,104,1059
Syria,2020-06-30,5546,202,2280
Syria,2020-07-31,15250,754,4816
Syria,2020-08-31,53007,2193,13218
Syria,2020-09-30,107816,4803,26370
Syria,2020-10-31,154191,7486,45988
Syria,2020-11-30,203042,10500,82698
Syria,2020-12-31,299051,17320,140290
Syria,2021-01-31,399586,25494,200740
Syria,2021-02-28,416099,27369,244099
Syria,2021-03-31,525778,35058,347153
Syria,2021-04-30,625640,42858,439257
Syria,2021-05-31,686728,48945,578815
Taiwan,2020-01-31,52,0,0
Taiwan,2020-02-29,616,14,63
Taiwan,2020-03-31,3877,49,677
Taiwan,2020-04-30,11888,171,4779
Taiwan,2020-05-31,13625,207,11844
Taiwan,2020-06-30,13341,210,12967
Taiwan,2020-07-31,14062,217,13614
Taiwan,2020-08-31,14954,217,13974
Taiwan,2020-09-30,15038,210,14294
Taiwan,2020-10-31,16593,217,15311
Taiwan,2020-11-30,18038,210,16138
Taiwan,2020-12-31,23118,217,19000
Taiwan,2021-01-31,26502,219,23254
Taiwan,2021-02-28,26198,249,24340
Taiwan,2021-03-31,30735,305,29496
Taiwan,2021-04-30,32190,327,30787
Taiwan,2021-05-31,79092,648,32063
Tajikistan,2020-04-30,15,0,0
Tajikistan,2020-05-31,51539,915,16893
Tajikistan,2020-06-30,152296,1501,103342
Tajikistan,2020-07-31,208547,1739,168277
Tajikistan,2020-08-31,249268,1993,211707
Tajikistan,2020-09-30,275116,2168,238506
Tajikistan,2020-10-31,322893,2469,291033
Tajikistan,2020-11-30,348944,2540,329347
Tajikistan,2020-12-31,396783,2743,379621
Tajikistan,2021-01-31,412497,2790,408348
Tajikistan,2021-02-28,372624,2520,370104
Tajikistan,2021-03-31,412548,2790,409758
Tajikistan,2021-04-30,399240,2700,396540
Tajikistan,2021-05-31,385932,2610,383322
Tanzania,2020-03-31,163,1,5
Tanzania,2020-04-30,4575,171,732
Tanzania,2020-05-31,15576,616,5561
Tanzania,2020-06-30,15270,630,5490
Tanzania,2020-07-31,15779,651,5673
Tanzania,2020-08-31,15779,651,5673
Tanzania,2020-09-30,15270,630,5490
Tanzania,2020-10-31,15779,651,5673
Tanzania,2020-11-30,15270,630,5490
Tanzania,2020-12-31,15779,651,5673
Tanzania,2021-01-31,15779,651,5673
Tanzania,2021-02-28,14252,588,5124
Tanzania,2021-03-31,15779,651,5673
Tanzania,2021-04-30,15270,630,5490
Tanzania,2021-05-31,14761,609,5307
Thailand,2020-01-31,96,0,49
Thailand,2020-02-29,933,0,439
Thailand,2020-03-31,13480,72,1830
Thailand,2020-04-30,77098,1181,47919
Thailand,2020-05-31,93701,1730,88276
Thailand,2020-06-30,93991,1739,90037
Thailand,2020-07-31,100371,1798,95848
Thailand,2020-08-31,104473,1798,98900
Thailand,2020-09-30,104554,1752,99657
Thailand,2020-10-31,114072,1829,107920
Thailand,2020-11-30,116509,1796,111474
Thailand,2020-12-31,154099,1866,124251
Thailand,2021-01-31,380681,2171,256193
Thailand,2021-02-28,680096,2270,586593
Thailand,2021-03-31,847502,2741,814171
Thailand,2021-04-30,1243742,3442,806190
Thailand,2021-05-31,3013890,16712,779317
The Bahamas,2020-03-31,3,0,0
The Gambia,2020-03-31,1,0,0
Timor-Leste,2020-03-31,10,0,0
Timor-Leste,2020-04-30,365,0,50
Timor-Leste,2020-05-31,744,0,684
Timor-Leste,2020-06-30,720,0,720
Timor-Leste,2020-07-31,744,0,744
Timor-Leste,2020-08-31,787,0,757
Timor-Leste,2020-09-30,812,0,779
Timor-Leste,2020-10-31,894,0,873
Timor-Leste,2020-11-30,900,0,887
Timor-Leste,2020-12-31,1054,0,954
Timor-Leste,2021-01-31,1705,0,1402
Timor-Leste,2021-02-28,2678,0,1959
Timor-Leste,2021-03-31,8190,0,3612
Timor-Leste,2021-04-30,38592,52,18278
Timor-Leste,2021-05-31,125601,247,67410
Togo,2020-03-31,278,5,19
Togo,2020-04-30,2313,133,1204
Togo,2020-05-31,8434,346,3615
Togo,2020-06-30,16202,397,9552
Togo,2020-07-31,23804,487,16429
Togo,2020-08-31,36091,776,25609
Togo,2020-09-30,48078,1165,36344
Togo,2020-10-31,63293,1577,46688
Togo,2020-11-30,80374,1824,60135
Togo,2020-12-31,102862,2054,90442
Togo,2021-01-31,132772,2264,117347
Togo,2021-02-28,166043,2257,139201
Togo,2021-03-31,262504,3031,213240
Togo,2021-04-30,364486,3524,290545
Togo,2021-05-31,383848,3610,344985
Trinidad and Tobago,2020-03-31,757,16,6
Trinidad and Tobago,2020-04-30,3315,229,723
Trinidad and Tobago,2020-05-31,3598,248,3244
Trinidad and Tobago,2020-06-30,3629,240,3267
Trinidad and Tobago,2020-07-31,4310,248,3807
Trinidad and Tobago,2020-08-31,22008,363,6831
Trinidad and Tobago,2020-09-30,98238,1606,39913
Trinidad and Tobago,2020-10-31,161320,2927,110037
Trinidad and Tobago,2020-11-30,184145,3393,161317
Trinidad and Tobago,2020-12-31,214764,3820,193977
Trinidad and Tobago,2021-01-31,228015,4049,214380
Trinidad and Tobago,2021-02-28,214119,3840,205474
Trinidad and Tobago,2021-03-31,242510,4347,233765
Trinidad and Tobago,2021-04-30,267657,4554,237519
Trinidad and Tobago,2021-05-31,471486,8417,299715
Tunisia,2020-03-31,2476,64,19
Tunisia,2020-04-30,23056,940,2967
Tunisia,2020-05-31,32212,1414,23160
Tunisia,2020-06-30,33677,1482,30002
Tunisia,2020-07-31,41174,1550,33990
Tunisia,2020-08-31,72295,1856,42163
Tunisia,2020-09-30,273502,4155,81961
Tunisia,2020-10-31,1173458,19777,155992
Tunisia,2020-11-30,2394119,70287,1504016
Tunisia,2020-12-31,3603614,123765,2723357
Tunisia,2021-01-31,5450840,175607,4013288
Tunisia,2021-02-28,6240176,210252,5105239
Tunisia,2021-03-31,7531509,261249,6474172
Tunisia,2021-04-30,8436921,289717,7032073
Tunisia,2021-05-31,9470241,340803,8258923
Turkey,2020-03-31,58776,976,674
Turkey,2020-04-30,2098207,49592,376670
Turkey,2020-05-31,4521709,124363,3146528
Turkey,2020-06-30,5429570,145450,4558677
Turkey,2020-07-31,6712753,168344,6115032
Turkey,2020-08-31,7744882,185746,7145609
Turkey,2020-09-30,8864996,217574,7864646
Turkey,2020-10-31,10707361,285171,9353282
Turkey,2020-11-30,13199045,352112,10763120
Turkey,2020-12-31,51443548,534205,41776718
Turkey,2021-01-31,73376598,735748,69643786
Turkey,2021-02-28,72545924,768761,69313691
Turkey,2021-03-31,91423494,923917,85535598
Turkey,2021-04-30,123292520,1063823,108067693
Turkey,2021-05-31,147521573,1285376,140508834
UK,2020-01-31,2,0,0
UK,2020-02-29,242,0,116
UK,2020-03-31,165482,9122,2025
UK,2020-04-30,3040975,398163,14880
UK,2020-05-31,7305930,1050746,32790
UK,2020-06-30,8940864,1256063,38818
UK,2020-07-31,9150130,1399546,43441
UK,2020-08-31,9928933,1368183,46765
UK,2020-09-30,11564506,1254542,62290
UK,2020-10-31,22002570,1358294,79916
UK,2020-11-30,40830975,1573977,95104
UK,2020-12-31,61365366,2042273,132440
UK,2021-01-31,102180395,2759728,242466
UK,2021-02-28,113211684,3272231,303091
UK,2021-03-31,132721966,3896724,376948
UK,2021-04-30,131952179,3822739,415975
UK,2021-05-31,129432185,3709653,440507
US,2020-01-31,37,0,0
US,2020-02-29,718,1,88
US,2020-03-31,1088640,18447,19364
US,2020-04-30,19534148,971766,1747977
US,2020-05-31,45256716,2706969,8720047
US,2020-06-30,65059848,3499386,17434302
US,2020-07-31,111580930,4307847,34028338
US,2020-08-31,166786671,5265411,56877502
US,2020-09-30,199653685,5887121,75486815
US,2020-10-31,252160215,6790817,99506279
US,2020-11-30,340017832,7501823,128470711
US,2020-12-31,528139775,9676987,81079533
US,2021-01-31,730894746,12443946,0
US,2021-02-28,774254261,13633706,0
US,2021-03-31,916643837,16649633,0
US,2021-04-30,944543693,16967994,0
US,2021-05-31,953529915,16981908,0
Uganda,2020-03-31,211,0,0
Uganda,2020-04-30,1797,0,633
Uganda,2020-05-31,5937,0,1911
Uganda,2020-06-30,21150,0,11538
Uganda,2020-07-31,32169,15,29758
Uganda,2020-08-31,54950,467,36273
Uganda,2020-09-30,161746,1679,75136
Uganda,2020-10-31,320818,2919,199582
Uganda,2020-11-30,489403,4626,246797
Uganda,2020-12-31,882278,7046,314880
Uganda,2021-01-31,1179121,9420,409098
Uganda,2021-02-28,1120741,9233,405795
Uganda,2021-03-31,1258743,10360,619797
Uganda,2021-04-30,1239637,10151,1223890
Uganda,2021-05-31,1247706,10129,1227006
Ukraine,2020-03-31,3064,89,40
Ukraine,2020-04-30,137421,3615,9959
Ukraine,2020-05-31,543592,15181,152874
Ukraine,2020-06-30,1011298,27975,455428
Ukraine,2020-07-31,1797522,45117,924628
Ukraine,2020-08-31,2952987,65862,1536279
Ukraine,2020-09-30,5019534,101902,2273640
Ukraine,2020-10-31,9292272,174947,3982035
Ukraine,2020-11-30,16972054,302110,7799140
Ukraine,2020-12-31,29178756,503232,17204358
Ukraine,2021-01-31,36713095,670535,27661047
Ukraine,2021-02-28,37009908,719876,32211961
Ukraine,2021-03-31,47885644,947071,39776672
Ukraine,2021-04-30,58596168,1214256,45476329
Ukraine,2021-05-31,63796837,1436619,54946275
United Arab Emirates,2020-01-31,12,0,0
United Arab Emirates,2020-02-29,268,0,64
United Arab Emirates,2020-03-31,5515,32,838
United Arab Emirates,2020-04-30,175824,1170,31296
United Arab Emirates,2020-05-31,718686,6431,288124
United Arab Emirates,2020-06-30,1274693,8767,844036
United Arab Emirates,2020-07-31,1724036,10381,1452161
United Arab Emirates,2020-08-31,2009206,11311,1784347
United Arab Emirates,2020-09-30,2450597,12007,2152339
United Arab Emirates,2020-10-31,3511783,14167,3267599
United Arab Emirates,2020-11-30,4535051,16032,4310810
United Arab Emirates,2020-12-31,5847851,19321,5192097
United Arab Emirates,2021-01-31,7811891,23109,7010665
United Arab Emirates,2021-02-28,9796313,28821,9342700
United Arab Emirates,2021-03-31,13316657,43205,12774319
United Arab Emirates,2021-04-30,14769790,46329,14263070
United Arab Emirates,2021-05-31,15791082,47245,15215320
Uruguay,2020-03-31,2703,3,41
Uruguay,2020-04-30,14951,277,7534
Uruguay,2020-05-31,22718,606,17353
Uruguay,2020-06-30,25962,726,23361
Uruguay,2020-07-31,32857,980,28141
Uruguay,2020-08-31,44615,1224,37229
Uruguay,2020-09-30,55050,1371,47202
Uruguay,2020-10-31,77922,1597,65274
Uruguay,2020-11-30,125784,2002,100833
Uruguay,2020-12-31,358979,3475,242149
Uruguay,2021-01-31,960688,9552,730662
Uruguay,2021-02-28,1383421,14997,1204812
Uruguay,2021-03-31,2381456,23342,1982760
Uruguay,2021-04-30,4664168,52940,3752012
Uruguay,2021-05-31,6960737,99519,6014079
Uzbekistan,2020-03-31,1062,9,31
Uzbekistan,2020-04-30,35053,144,9249
Uzbekistan,2020-05-31,85596,363,66244
Uzbekistan,2020-06-30,168606,564,122006
Uzbekistan,2020-07-31,479255,2390,279354
Uzbekistan,2020-08-31,1068133,7209,886763
Uzbekistan,2020-09-30,1468909,12027,1372046
Uzbekistan,2020-10-31,1935712,16115,1841895
Uzbekistan,2020-11-30,2106636,17824,2023837
Uzbekistan,2020-12-31,2334877,18969,2253023
Uzbekistan,2021-01-31,2415594,19164,2366117
Uzbekistan,2021-02-28,2222824,17406,2180236
Uzbekistan,2021-03-31,2511079,19312,2464752
Uzbekistan,2021-04-30,2590272,19114,2513040
Uzbekistan,2021-05-31,2783963,19403,2657090
Vanuatu,2020-11-30,21,0,0
Vanuatu,2020-12-31,31,0,29
Vanuatu,2021-01-31,31,0,31
Vanuatu,2021-02-28,28,0,28
Vanuatu,2021-03-31,79,0,31
Vanuatu,2021-04-30,100,10,46
Vanuatu,2021-05-31,116,29,87
Vatican City,2020-03-31,4,0,0
Venezuela,2020-03-31,1296,11,262
Venezuela,2020-04-30,6845,266,3023
Venezuela,2020-05-31,22391,325,7210
Venezuela,2020-06-30,101886,880,25021
Venezuela,2020-07-31,349975,3248,157484
Venezuela,2020-08-31,1023744,8614,717048
Venezuela,2020-09-30,1870624,15250,1547216
Venezuela,2020-10-31,2638216,22387,2406772
Venezuela,2020-11-30,2924109,25533,2770887
Venezuela,2020-12-31,3361140,29981,3193915
Venezuela,2021-01-31,3711664,34183,3497217
Venezuela,2021-02-28,3732780,35772,3507989
Venezuela,2021-03-31,4592207,45211,4301143
Venezuela,2021-04-30,5402012,55989,4896247
Venezuela,2021-05-31,6219181,69131,5724316
Vietnam,2020-01-31,18,0,0
Vietnam,2020-02-29,398,0,214
Vietnam,2020-03-31,2514,0,604
Vietnam,2020-04-30,7778,0,5006
Vietnam,2020-05-31,9465,0,7882
Vietnam,2020-06-30,10196,0,9611
Vietnam,2020-07-31,12278,3,11005
Vietnam,2020-08-31,28091,637,15414
Vietnam,2020-09-30,31897,1048,27319
Vietnam,2020-10-31,35048,1085,32150
Vietnam,2020-11-30,38113,1050,33476
Vietnam,2020-12-31,43541,1085,38988
Vietnam,2021-01-31,48059,1085,42994
Vietnam,2021-02-28,61812,980,44686
Vietnam,2021-03-31,78997,1085,65765
Vietnam,2021-04-30,82567,1050,73687
Vietnam,2021-05-31,125212,1112,77569
West Bank and Gaza,2020-03-31,617,6,106
West Bank and Gaza,2020-04-30,9840,61,1745
West Bank and Gaza,2020-05-31,12240,71,8724
West Bank and Gaza,2020-06-30,25938,99,12527
West Bank and Gaza,2020-07-31,230938,1465,56636
West Bank and Gaza,2020-08-31,519581,3524,308105
West Bank and Gaza,2020-09-30,965368,6972,668084
West Bank and Gaza,2020-10-31,1445125,12450,1233228
West Bank and Gaza,2020-11-30,1983791,17527,1652646
West Bank and Gaza,2020-12-31,3560267,32756,2808269
West Bank and Gaza,2021-01-31,4668798,51826,4235190
West Bank and Gaza,2021-02-28,4737219,54177,4408354
West Bank and Gaza,2021-03-31,6630876,72142,5898926
West Bank and Gaza,2021-04-30,8237354,88650,7299216
West Bank and Gaza,2021-05-31,8791492,98652,8411360
Yemen,2020-04-30,31,2,1
Yemen,2020-05-31,4101,786,134
Yemen,2020-06-30,23264,5932,5661
Yemen,2020-07-31,46644,12932,21371
Yemen,2020-08-31,57598,16517,30997
Yemen,2020-09-30,60327,17436,36687
Yemen,2020-10-31,63654,18462,41489
Yemen,2020-11-30,62038,18078,41312
Yemen,2020-12-31,64649,18799,42906
Yemen,2021-01-31,65439,18984,43880
Yemen,2021-02-28,60549,17322,40047
Yemen,2021-03-31,96700,22561,46994
Yemen,2021-04-30,167368,32574,65602
Yemen,2021-05-31,189704,37228,89442
Zambia,2020-03-31,194,0,0
Zambia,2020-04-30,1754,62,800
Zambia,2020-05-31,18622,188,8376
Zambia,2020-06-30,40038,372,32784
Zambia,2020-07-31,90582,2609,55223
Zambia,2020-08-31,290970,7617,253496
Zambia,2020-09-30,410862,9478,381094
Zambia,2020-10-31,486509,10616,460464
Zambia,2020-11-30,514878,10587,489788
Zambia,2020-12-31,579474,11513,547444
Zambia,2021-01-31,1112407,16955,878201
Zambia,2021-02-28,1923634,26461,1737994
Zambia,2021-03-31,2627072,35947,2515749
Zambia,2021-04-30,2711129,36985,2632790
Zambia,2021-05-31,2685828,36600,2631423
Zimbabwe,2020-03-31,53,9,0
Zimbabwe,2020-04-30,618,86,42
Zimbabwe,2020-05-31,1871,124,470
Zimbabwe,2020-06-30,12096,142,2113
Zimbabwe,2020-07-31,48113,721,13001
Zimbabwe,2020-08-31,163293,4136,95065
Zimbabwe,2020-09-30,223571,6617,172489
Zimbabwe,2020-10-31,251343,7230,225416
Zimbabwe,2020-11-30,268984,7811,244771
Zimbabwe,2020-12-31,366341,9807,302327
Zimbabwe,2021-01-31,787416,23012,531530
Zimbabwe,2021-02-28,984049,38753,849842
Zimbabwe,2021-03-31,1132264,46556,1056857
Zimbabwe,2021-04-30,1126565,46375,1050250
Zimbabwe,2021-05-31,1118004,45855,1050714
occupied Palestinian territory,2020-03-31,25,0,0
