Country/Region,ObservationDate,SNo,Confirmed,Deaths,Recovered
Guinea,2020-10-31,4159621,350904,2153,320897
Guinea,2020-11-30,4712609,379110,2235,339186
Guinea,2020-12-31,5589951,417156,2450,394687
Guinea,2021-01-31,6323655,437663,2517,417302
Guinea,2021-02-28,6343386,422601,2388,406922
Guinea,2021-03-31,7722627,558415,3271,487046
Guinea,2021-04-30,8173485,637554,4078,558981
Guinea,2021-05-31,8555493,660089,4428,591155
Guinea-Bissau,2020-03-31,67499,26,0,0
Guinea-Bissau,2020-04-30,467646,1515,5,98
Guinea-Bissau,2020-05-31,804709,26923,133,986
Guinea-Bissau,2020-06-30,1297142,44361,462,5036
Guinea-Bissau,2020-07-31,2032446,58039,795,23128
Guinea-Bissau,2020-08-31,2747940,65237,959,30863
Guinea-Bissau,2020-09-30,3341985,68413,1149,37608
Guinea-Bissau,2020-10-31,4159652,74077,1256,54400
Guinea-Bissau,2020-11-30,4712639,72580,1280,64979
Guinea-Bissau,2020-12-31,5589982,75812,1374,73197
Guinea-Bissau,2021-01-31,6323686,77361,1395,74589
Guinea-Bissau,2021-02-28,6343414,82413,1298,69579
Guinea-Bissau,2021-03-31,7722658,107408,1669,86386
Guinea-Bissau,2021-04-30,8173515,110920,1982,93799
Guinea-Bissau,2021-05-31,8555522,108610,1954,99447
Guyana,2020-03-31,155687,140,21,0
Guyana,2020-04-30,467676,1562,183,257
Guyana,2020-05-31,804740,3617,315,1396
Guyana,2020-06-30,1297172,5398,360,2855
Guyana,2020-07-31,2032477,9979,547,4749
Guyana,2020-08-31,2747971,24093,815,11129
Guyana,2020-09-30,3342015,61590,1769,37024
Guyana,2020-10-31,4159683,112427,3310,78772
Guyana,2020-11-30,4712669,144708,4184,114402
Guyana,2020-12-31,5590013,185193,4879,160514
Guyana,2021-01-31,6323717,213438,5262,191711
Guyana,2021-02-28,6343442,229334,5203,206403
Guyana,2021-03-31,7722689,289705,6552,261043
Guyana,2021-04-30,8173545,349462,7943,302156
Guyana,2021-05-31,8555551,437634,9804,372998
Haiti,2020-03-31,106901,84,0,3
Haiti,2020-04-30,467706,1261,81,60
Haiti,2020-05-31,804771,15136,594,583
Haiti,2020-06-30,1297202,123311,2118,5811
Haiti,2020-07-31,2032508,209881,4229,98750
Haiti,2020-08-31,2748002,242437,5783,162693
Haiti,2020-09-30,3342045,254840,6527,187790
Haiti,2020-10-31,4159714,276326,7145,223073
Haiti,2020-11-30,4712699,275045,6960,232419
Haiti,2020-12-31,5590044,297680,7254,257532
Haiti,2021-01-31,6323748,330582,7422,275185
Haiti,2021-02-28,6343470,337607,6903,262015
Haiti,2021-03-31,7722720,391885,7774,319479
Haiti,2021-04-30,8173575,386496,7556,349917
Haiti,2021-05-31,8555580,390233,7886,358329
Holy See,2020-03-31,165766,54,0,0
Holy See,2020-04-30,467736,247,0,46
Holy See,2020-05-31,804802,367,0,62
Holy See,2020-06-30,1297232,360,0,310
Holy See,2020-07-31,2032539,372,0,372
Holy See,2020-08-31,2748033,372,0,372
Holy See,2020-09-30,3342075,360,0,360
Holy See,2020-10-31,4159745,646,0,417
Holy See,2020-11-30,4712729,810,0,450
Holy See,2020-12-31,5590075,837,0,465
Holy See,2021-01-31,6323779,837,0,465
Holy See,2021-02-28,6343498,756,0,420
Holy See,2021-03-31,7722751,837,0,465
Holy See,2021-04-30,8173605,810,0,450
Holy See,2021-05-31,8555609,783,0,579
Honduras,2020-03-31,160365,818,20,12
Honduras,2020-04-30,467766,13307,1107,743
Honduras,2020-05-31,804833,86306,4322,9598
Honduras,2020-06-30,1297262,317671,10175,33828
Honduras,2020-07-31,2032570,975322,27439,112580
Honduras,2020-08-31,2748064,1584516,49288,237754
Honduras,2020-09-30,3342105,2074882,63714,580330
Honduras,2020-10-31,4159776,2704316,78864,1063843
Honduras,2020-11-30,4712759,3085315,84449,1341752
Honduras,2020-12-31,5590106,3569628,93250,1632578
Honduras,2021-01-31,6323810,4149890,104033,1842993
Honduras,2021-02-28,6343526,4488251,108741,1775015
Honduras,2021-03-31,7722782,5569807,135977,2144820
Honduras,2021-04-30,8173635,5982916,147440,2279437
Honduras,2021-05-31,8555638,6535654,170153,2383371
Hong Kong,2020-01-31,2358,65,0,0
Hong Kong,2020-02-29,46359,1543,37,192
Hong Kong,2020-03-31,197348,8018,105,2489
Hong Kong,2020-04-30,472468,29443,120,14462
Hong Kong,2020-05-31,810684,32692,124,30693
Hong Kong,2020-06-30,1305632,34000,145,32034
Hong Kong,2020-07-31,2041434,57318,371,40196
Hong Kong,2020-08-31,2756992,134221,2010,104364
Hong Kong,2020-09-30,3350745,149065,3015,139166
Hong Kong,2020-10-31,4168728,161825,3255,153785
Hong Kong,2020-11-30,4721575,167377,3227,156225
Hong Kong,2020-12-31,5599282,239977,3862,200906
Hong Kong,2021-01-31,6332997,297899,5059,268978
Hong Kong,2021-02-28,6351842,301335,5385,283680
Hong Kong,2021-03-31,7731989,349435,6291,334921
Hong Kong,2021-04-30,8182545,349045,6229,337581
Hong Kong,2021-05-31,8564251,342677,6090,333906
Hungary,2020-03-31,187868,3512,119,293
Hungary,2020-04-30,467796,48858,4482,7014
Hungary,2020-05-31,804864,106717,13618,40173
Hungary,2020-06-30,1297292,121673,16819,73994
Hungary,2020-07-31,2032601,133397,18399,96100
Hungary,2020-08-31,2748095,154696,18820,111502
Hungary,2020-09-30,3342135,450339,20012,131018
Hungary,2020-10-31,4159807,1426535,35632,391803
Hungary,2020-11-30,4712789,4340462,95473,1050812
Hungary,2020-12-31,5590137,8774928,229099,2962612
Hungary,2021-01-31,6323841,10794651,346855,6717930
Hungary,2021-02-28,6343554,10954073,384874,8249213
Hungary,2021-03-31,7722813,16553070,543043,11156963
Hungary,2021-04-30,8173665,21975323,733442,13467519
Hungary,2021-05-31,8555667,23064995,839536,17727864
Iceland,2020-02-29,5620,2,0,0
Iceland,2020-03-31,196055,11298,27,996
Iceland,2020-04-30,467826,50142,234,31468
Iceland,2020-05-31,804895,55864,310,54923
Iceland,2020-06-30,1297322,54502,300,54027
Iceland,2020-07-31,2032632,58156,310,57317
Iceland,2020-08-31,2748126,62238,310,58586
Iceland,2020-09-30,3342165,69104,300,62934
Iceland,2020-10-31,4159838,119128,330,88064
Iceland,2020-11-30,4712819,155412,689,141716
Iceland,2020-12-31,5590168,173260,864,167374
Iceland,2021-01-31,6323872,183571,899,179142
Iceland,2021-02-28,6343582,168952,812,167409
Iceland,2021-03-31,7722844,189143,899,186926
Iceland,2021-04-30,8173695,189420,870,184925
Iceland,2021-05-31,8555696,189335,841,185875
India,2020-01-31,957,2,0,0
India,2020-02-29,46921,84,0,42
India,2020-03-31,196338,10252,226,822
India,2020-04-30,467856,447607,14417,85811
India,2020-05-31,804926,3088494,94154,1216954
India,2020-06-30,35728846,10906824,330477,5893500
India,2020-07-31,73891866,32781165,811787,20686287
India,2020-08-31,102108440,82734792,1582152,60316822
India,2020-09-30,124074085,151651367,2475710,120946961
India,2020-10-31,154342756,228634268,3480895,201034483
India,2020-11-30,174795653,265834390,3909659,247605925
India,2020-12-31,207274680,307985456,4468495,293214755
India,2021-01-31,234422164,326908857,4714113,315841326
India,2021-02-28,235109630,305984490,4362199,297485271
India,2021-03-31,286184870,357487053,4941266,343331878
India,2021-04-30,302852175,447598593,5389224,389199498
India,2021-05-31,316972030,704714394,7849949,603729489
Indonesia,2020-03-31,193630,11971,989,572
Indonesia,2020-04-30,467886,164969,14067,18115
Indonesia,2020-05-31,804957,546175,35759,124915
Indonesia,2020-06-30,1297361,1211857,66560,461691
Indonesia,2020-07-31,2032663,2544132,122962,1325068
Indonesia,2020-08-31,2748157,4336124,192605,2937415
Indonesia,2020-09-30,3342195,6879525,272524,4981726
Indonesia,2020-10-31,4159869,10928941,383309,8585756
Indonesia,2020-11-30,4712849,14115752,459696,11847739
Indonesia,2020-12-31,5590199,19834279,600212,16275130
Indonesia,2021-01-31,6323903,27904068,802620,22774008
Indonesia,2021-02-28,6343610,34172220,929929,28633439
Indonesia,2021-03-31,7722875,44344084,1200707,38936831
Indonesia,2021-04-30,8173725,47761250,1296529,43234562
Indonesia,2021-05-31,8555725,50430703,1391861,46279207
Iran,2020-02-29,25438,1617,171,294
Iran,2020-03-31,195048,525947,34200,172549
Iran,2020-04-30,467916,2255837,141323,1432550
Iran,2020-05-31,804988,3727988,215665,2942787
Iran,2020-06-30,1297391,5749446,273942,4589823
Iran,2020-07-31,2032694,8279348,424660,7103895
Iran,2020-08-31,2748188,10622742,604984,9188334
Iran,2020-09-30,3342225,12365981,711109,10550878
Iran,2020-10-31,4159900,16323626,934034,13190225
Iran,2020-11-30,4712879,23319184,1253550,17003852
Iran,2020-12-31,5590230,34734095,1628587,26012919
Iran,2021-01-31,6323934,41044213,1757574,34406201
Iran,2021-02-28,6343638,42690161,1652624,36477089
Iran,2021-03-31,7722906,54610163,1903718,46713536
Iran,2021-04-30,8173755,65501367,1991952,53078598
Iran,2021-05-31,8555754,79158063,2216314,63949495
Iraq,2020-02-29,17668,34,0,0
Iraq,2020-03-31,196198,6335,509,1482
Iraq,2020-04-30,467946,42494,2275,24096
Iraq,2020-05-31,805019,112314,4085,68237
Iraq,2020-06-30,1297421,731904,25196,330211
Iraq,2020-07-31,2032725,2680051,107877,1704449
Iraq,2020-08-31,2748219,5516538,183007,3977514
Iraq,2020-09-30,3342255,9025163,245813,7073484
Iraq,2020-10-31,4159931,13048781,313539,10889895
Iraq,2020-11-30,4712909,15543204,349853,13415201
Iraq,2020-12-31,5590261,17911961,390874,15886615
Iraq,2021-01-31,6323965,18838341,401040,17583527
Iraq,2021-02-28,6343666,18220943,369658,17093507
Iraq,2021-03-31,7722937,23904513,429242,21584972
Iraq,2021-04-30,8173785,28798758,446909,25375591
Iraq,2021-05-31,8555783,32929309,462237,30051940
Ireland,2020-02-29,2870,1,0,0
Ireland,2020-03-31,196341,23308,296,75
Ireland,2020-04-30,467976,365860,16660,101388
Ireland,2020-05-31,805050,730677,46680,580855
Ireland,2020-06-30,1297451,758939,51089,684384
Ireland,2020-07-31,2032756,797096,54277,724284
Ireland,2020-08-31,2748250,847681,54960,724284
Ireland,2020-09-30,3342285,958194,53636,700920
Ireland,2020-10-31,4159962,1495470,57316,724284
Ireland,2020-11-30,4712939,2035798,59595,700920
Ireland,2020-12-31,5590292,2451763,66477,724284
Ireland,2021-01-31,6323996,4945372,82195,724284
Ireland,2021-02-28,6343694,5864137,109821,654192
Ireland,2021-03-31,7722968,7065554,140547,724284
Ireland,2021-04-30,8173815,7281321,144297,700920
Ireland,2021-05-31,8555812,7352953,143000,677556
Israel,2020-02-29,21924,22,0,0
Israel,2020-03-31,196026,37457,102,828
Israel,2020-04-30,468006,367312,4080,109496
Israel,2020-05-31,805081,512036,8248,391621
Israel,2020-06-30,1297481,602486,9197,466549
Israel,2020-07-31,2032787,1460503,13094,793730
Israel,2020-08-31,2748281,2916651,23535,2200198
Israel,2020-09-30,3342315,5221620,37032,3833557
Israel,2020-10-31,4159993,9176583,66634,7961936
Israel,2020-11-30,4712969,9755418,82340,9380024
Israel,2020-12-31,5590323,11475028,94789,10665883
Israel,2021-01-31,6324027,16729422,124229,14428283
Israel,2021-02-28,6343722,20255490,150058,18507027
Israel,2021-03-31,7722999,25324771,186615,24347386
Israel,2021-04-30,8173845,25095274,189283,24809931
Israel,2021-05-31,8555841,24333145,185202,24123547
Italy,2020-01-31,499,2,0,0
Italy,2020-02-29,46581,3966,102,145
Italy,2020-03-31,195024,1207121,116427,145979
Italy,2020-04-30,468036,4928524,644171,1266518
Italy,2020-05-31,11129801,6914863,973585,3706270
Italy,2020-06-30,27490001,7115232,1028841,5284972
Italy,2020-07-31,42946897,7560745,1084927,6067991
Italy,2020-08-31,57974569,7919622,1095146,6319921
Italy,2020-09-30,70440875,8749361,1069880,6480454
Italy,2020-10-31,87621067,13281216,1137835,7782506
Italy,2020-11-30,99229052,35324374,1385115,14088374
Italy,2020-12-31,117663972,58293082,2046224,35800929
Italy,2021-01-31,133071987,72917277,2531790,53778917
Italy,2021-02-28,133460082,76429829,2622056,62397634
Italy,2021-03-31,162450819,101162913,3201000,81820395
Italy,2021-04-30,171909945,114799462,3472382,96128071
Italy,2021-05-31,179923221,120086716,3591221,106730773
Ivory Coast,2020-01-31,275,1,0,0
Ivory Coast,2020-02-29,0,0,0,0
Ivory Coast,2020-03-31,160781,1051,3,39
Ivory Coast,2020-04-30,468066,20934,226,6330
Ivory Coast,2020-05-31,805125,63068,772,30636
Ivory Coast,2020-06-30,1297511,176994,1443,79527
Ivory Coast,2020-07-31,2032818,412566,2672,236755
Ivory Coast,2020-08-31,2748312,528765,3376,437393
Ivory Coast,2020-09-30,3342345,571474,3584,546261
Ivory Coast,2020-10-31,4160024,627301,3753,616756
Ivory Coast,2020-11-30,4712999,629774,3849,619828
Ivory Coast,2020-12-31,5590354,675687,4133,663408
Ivory Coast,2021-01-31,6324058,777836,4420,730227
Ivory Coast,2021-02-28,6343750,865141,4903,820595
Ivory Coast,2021-03-31,7723030,1189745,6664,1091641
Ivory Coast,2021-04-30,8173875,1360270,8085,1329741
Ivory Coast,2021-05-31,8555870,1352427,8550,1336193
Jamaica,2020-03-31,160570,382,13,32
Jamaica,2020-04-30,468096,5011,147,564
Jamaica,2020-05-31,805156,16083,277,4503
Jamaica,2020-06-30,1297541,19058,298,13537
Jamaica,2020-07-31,2032849,24311,310,20265
Jamaica,2020-08-31,2748343,40928,467,24388
Jamaica,2020-09-30,3342375,130368,1664,37442
Jamaica,2020-10-31,4160055,247729,4931,108793
Jamaica,2020-11-30,4713029,297709,6934,157966
Jamaica,2020-12-31,5590385,368482,8638,260575
Jamaica,2021-01-31,6324089,439391,10025,358234
Jamaica,2021-02-28,6343778,540682,10614,354091
Jamaica,2021-03-31,7723061,982732,15582,480005
Jamaica,2021-04-30,8173905,1293840,20931,582842
Jamaica,2021-05-31,8555899,1368104,24837,667271
Japan,2020-01-31,2483,55,0,6
Japan,2020-02-29,46264,2357,28,342
Japan,2020-03-31,195470,28013,829,5635
Japan,2020-04-30,468126,252141,6051,32485
Japan,2020-05-31,6813814,496193,21889,300186
Japan,2020-06-30,62844195,525609,28137,466796
Japan,2020-07-31,99185294,771595,30609,597246
Japan,2020-08-31,135281634,1701916,34874,1249430
Japan,2020-09-30,164369435,2297182,43820,2019792
Japan,2020-10-31,204456803,2856221,51571,2596355
Japan,2020-11-30,231542096,3650314,56891,3124839
Japan,2020-12-31,274557328,5880523,82231,4863092
Japan,2021-01-31,310509450,9902662,140750,7789108
Japan,2021-02-28,311414222,11627561,195564,10645563
Japan,2021-03-31,379060064,13976951,267223,13251158
Japan,2021-04-30,401131095,15835437,287341,14304018
Japan,2021-05-31,419828476,19573346,333106,17089731
Jersey,2020-03-31,53520,6,0,0
Jordan,2020-03-31,192035,2421,15,124
Jordan,2020-04-30,468156,11816,200,6830
Jordan,2020-05-31,805214,18801,278,13359
Jordan,2020-06-30,1297571,28514,270,20949
Jordan,2020-07-31,2032880,36345,322,31030
Jordan,2020-08-31,2748374,45488,372,38902
Jordan,2020-09-30,3342405,140406,860,82211
Jordan,2020-10-31,4160086,1138829,11016,202481
Jordan,2020-11-30,4713059,4471920,53755,1853940
Jordan,2020-12-31,5590416,8196380,105737,6971180
Jordan,2021-01-31,6324120,9694303,127430,9184242
Jordan,2021-02-28,6343806,9868118,125439,9216310
Jordan,2021-03-31,7723092,15461791,173615,12856856
Jordan,2021-04-30,8173935,20243727,240547,18491436
Jordan,2021-05-31,8555928,20985440,266637,20472565
Kazakhstan,2020-03-31,150061,1936,7,86
Kazakhstan,2020-04-30,468186,46219,442,9719
Kazakhstan,2020-05-31,805245,202761,1024,93679
Kazakhstan,2020-06-30,1297601,476607,2941,287521
Kazakhstan,2020-07-31,2032911,2056485,13376,1186192
Kazakhstan,2020-08-31,2748405,3642536,45169,2565155
Kazakhstan,2020-09-30,3342435,4099504,59245,3322200
Kazakhstan,2020-10-31,4160117,4489708,66514,4114197
Kazakhstan,2020-11-30,4713089,4848928,69891,4212484
Kazakhstan,2020-12-31,5590447,5844830,80493,4997024
Kazakhstan,2021-01-31,6324151,6716862,89851,5855773
Kazakhstan,2021-02-28,6343834,7028707,87682,6275421
Kazakhstan,2021-03-31,7723123,8618791,99132,7870320
Kazakhstan,2021-04-30,8173965,10069664,98509,8869170
Kazakhstan,2021-05-31,8555957,11916491,98442,10659473
Kenya,2020-03-31,150645,370,6,7
Kenya,2020-04-30,468216,7263,297,1604
Kenya,2020-05-31,805276,29773,1314,9426
Kenya,2020-06-30,1297631,118824,3215,38902
Kenya,2020-07-31,2032942,386628,6907,144274
Kenya,2020-08-31,2748436,902573,14879,476819
Kenya,2020-09-30,3342465,1091882,19093,688863
Kenya,2020-10-31,4160148,1385303,25594,979924
Kenya,2020-11-30,4713119,2106033,37680,1399907
Kenya,2020-12-31,5590478,2856847,49512,2244548
Kenya,2021-01-31,6324182,3065046,53433,2538085
Kenya,2021-02-28,6343862,2887159,50515,2384463
Kenya,2021-03-31,7723154,3634398,61069,2765303
Kenya,2021-04-30,8173995,4463081,73188,3030309
Kenya,2021-05-31,8555986,4793468,86034,3275595
Kiribati,2020-01-31,2625,0,0,0
Kiribati,2020-02-29,47797,0,0,0
Kiribati,2020-03-31,199824,0,0,0
Kiribati,2020-04-30,468246,0,0,0
Kiribati,2020-05-31,805307,0,0,0
Kiribati,2020-06-30,1297661,0,0,0
Kiribati,2020-07-31,2032973,0,0,0
Kiribati,2020-08-31,2748467,0,0,0
Kiribati,2020-09-30,3342495,0,0,0
Kiribati,2020-10-31,4160179,0,0,0
Kiribati,2020-11-30,4713149,0,0,0
Kiribati,2020-12-31,5590509,0,0,0
Kiribati,2021-01-31,6324213,0,0,0
Kiribati,2021-02-28,6343890,0,0,0
Kiribati,2021-03-31,7723185,0,0,0
Kiribati,2021-04-30,8174025,0,0,0
Kiribati,2021-05-31,8556015,21,0,0
Kosovo,2020-03-31,106557,562,6,10
Kosovo,2020-04-30,468276,11060,253,2062
Kosovo,2020-05-31,805338,29354,869,20504
Kosovo,2020-06-30,1297691,48328,1019,29450
Kosovo,2020-07-31,2033004,166977,3846,87099
Kosovo,2020-08-31,2748498,349836,12213,222903
Kosovo,2020-09-30,3342525,442311,17798,354571
Kosovo,2020-10-31,4160210,510460,20183,451704
Kosovo,2020-11-30,4713179,883320,25086,561442
Kosovo,2020-12-31,5590540,1447730,37321,1054657
Kosovo,2021-01-31,6324244,1720254,43681,1483868
Kosovo,2021-02-28,6343918,1801727,43286,1565422
Kosovo,2021-03-31,7723216,2424115,53360,2038010
Kosovo,2021-04-30,8174055,2957297,60903,2529906
Kosovo,2021-05-31,8556044,3072645,64190,2844120
Kuwait,2020-02-29,15328,171,0,0
Kuwait,2020-03-31,196314,4154,0,645
Kuwait,2020-04-30,468306,51368,234,11774
Kuwait,2020-05-31,805369,445816,3288,143650
Kuwait,2020-06-30,1297721,1106772,8890,800378
Kuwait,2020-07-31,2033035,1776417,12450,1476316
Kuwait,2020-08-31,2748529,2362626,15391,2105277
Kuwait,2020-09-30,3342555,2885759,17095,2609564
Kuwait,2020-10-31,4160241,3569876,21447,3308981
Kuwait,2020-11-30,4713209,4082135,25156,3832078
Kuwait,2020-12-31,5590571,4554849,28275,4422585
Kuwait,2021-01-31,6324275,4881830,29369,4694189
Kuwait,2021-02-28,6343946,4988724,28292,4686995
Kuwait,2021-03-31,7723247,6584268,36957,6119290
Kuwait,2021-04-30,8174085,7607062,43200,7118201
Kuwait,2021-05-31,8556073,8439432,48698,8004955
Kyrgyzstan,2020-03-31,120891,587,0,6
Kyrgyzstan,2020-04-30,468336,13260,154,4726
Kyrgyzstan,2020-05-31,805400,36450,407,25115
Kyrgyzstan,2020-06-30,1297751,87845,973,53899
Kyrgyzstan,2020-07-31,2033066,598891,18921,312710
Kyrgyzstan,2020-08-31,2748560,1276140,40932,1045551
Kyrgyzstan,2020-09-30,3342585,1354021,31862,1230317
Kyrgyzstan,2020-10-31,4160272,1605533,34164,1416498
Kyrgyzstan,2020-11-30,4713239,1994975,36229,1727779
Kyrgyzstan,2020-12-31,5590602,2411196,40881,2200467
Kyrgyzstan,2021-01-31,6324306,2571550,42888,2441732
Kyrgyzstan,2021-02-28,6343974,2393821,40367,2302659
Kyrgyzstan,2021-03-31,7723278,2701863,45987,2603861
Kyrgyzstan,2021-04-30,8174115,2744413,46321,2600923
Kyrgyzstan,2021-05-31,8556102,2901955,49248,2708678
Laos,2020-03-31,76091,50,0,0
Laos,2020-04-30,468366,503,0,69
Laos,2020-05-31,805431,589,0,400
Laos,2020-06-30,1297781,570,0,558
Laos,2020-07-31,2033097,597,0,589
Laos,2020-08-31,2748591,656,0,607
Laos,2020-09-30,3342615,680,0,647
Laos,2020-10-31,4160303,724,0,682
Laos,2020-11-30,4713269,846,0,695
Laos,2020-12-31,5590633,1259,0,1037
Laos,2021-01-31,6324337,1292,0,1258
Laos,2021-02-28,6344002,1258,0,1155
Laos,2021-03-31,7723309,1485,0,1347
Laos,2021-04-30,8174145,4930,0,1446
Laos,2021-05-31,8556131,43432,39,16934
Latvia,2020-03-31,194668,3277,0,22
Latvia,2020-04-30,468396,20149,185,3062
Latvia,2020-05-31,805462,30402,613,18441
Latvia,2020-06-30,1297811,32971,835,25584
Latvia,2020-07-31,2033128,36487,950,31747
Latvia,2020-08-31,2748622,40754,1011,33928
Latvia,2020-09-30,3342645,45572,1063,37230
Latvia,2020-10-31,4160334,106264,1459,41548
Latvia,2020-11-30,4713299,326976,3952,46544
Latvia,2020-12-31,5590664,875710,12220,440238
Latvia,2021-01-31,6324368,1678918,29302,1269265
Latvia,2021-02-28,6344030,2151827,40498,1823410
Latvia,2021-03-31,7723340,2937772,55047,2635385
Latvia,2021-04-30,8174175,3303437,60787,3016638
Latvia,2021-05-31,8556160,3675614,65429,3376193
Lebanon,2020-02-29,21950,15,0,0
Lebanon,2020-03-31,196542,5166,110,257
Lebanon,2020-04-30,468426,18944,616,2831
Lebanon,2020-05-31,805493,29199,799,12119
Lebanon,2020-06-30,1297841,44582,934,27907
Lebanon,2020-07-31,2033159,85807,1288,46371
Lebanon,2020-08-31,2748653,302900,3232,90358
Lebanon,2020-09-30,3342675,807478,7897,306924
Lebanon,2020-10-31,4160365,1859410,15603,861643
Lebanon,2020-11-30,4713329,3175672,24721,1792725
Lebanon,2020-12-31,5590695,4730285,38478,3259949
Lebanon,2021-01-31,6324399,7586618,61672,4724542
Lebanon,2021-02-28,6344058,9501209,111944,6673092
Lebanon,2021-03-31,7723371,13134891,170411,10301214
Lebanon,2021-04-30,8174205,15091550,204486,12538839
Lebanon,2021-05-31,8556189,15512271,219266,14329265
Lesotho,2020-05-31,536322,29,0,4
Lesotho,2020-06-30,1297871,272,0,68
Lesotho,2020-07-31,2033190,8782,149,1803
Lesotho,2020-08-31,2748684,27809,814,9930
Lesotho,2020-09-30,3342705,39807,987,19730
Lesotho,2020-10-31,4160396,56894,1294,29491
Lesotho,2020-11-30,4713359,61138,1320,34151
Lesotho,2020-12-31,5590726,76083,1451,42787
Lesotho,2021-01-31,6324430,194193,3184,56970
Lesotho,2021-02-28,6344086,278256,6692,85868
Lesotho,2021-03-31,7723402,327749,9591,125799
Lesotho,2021-04-30,8174235,321443,9462,158694
Lesotho,2021-05-31,8556218,312746,9310,185624
Liberia,2020-03-31,133788,41,0,0
Liberia,2020-04-30,468456,2056,202,353
Liberia,2020-05-31,805543,6898,687,3320
Liberia,2020-06-30,1297901,15416,962,6947
Liberia,2020-07-31,2033221,32087,1782,15445
Liberia,2020-08-31,2748715,39105,2500,23936
Liberia,2020-09-30,3342735,39742,2460,36085
Liberia,2020-10-31,4160427,42758,2542,39012
Liberia,2020-11-30,4713389,45235,2466,39579
Liberia,2020-12-31,5590757,53423,2573,42836
Liberia,2021-01-31,6324461,57740,2593,49898
Liberia,2021-02-28,6344114,55281,2366,50626
Liberia,2021-03-31,7723433,63015,2635,58770
Liberia,2021-04-30,8174265,61806,2550,57403
Liberia,2021-05-31,8556247,61767,2471,57616
Libya,2020-03-31,76123,33,0,1
Libya,2020-04-30,468486,1180,38,300
Libya,2020-05-31,805574,2340,102,991
Libya,2020-06-30,1297931,14275,316,2820
Libya,2020-07-31,2033252,57791,1446,12484
Libya,2020-08-31,2748746,257246,4835,28918
Libya,2020-09-30,3342765,739939,11739,319397
Libya,2020-10-31,4160458,1475402,21710,826332
Libya,2020-11-30,4713419,2198676,30616,1342095
Libya,2020-12-31,5590788,2861262,41136,1943891
Libya,2021-01-31,6324492,3375585,51651,2655081
Libya,2021-02-28,6344142,3560392,57012,3093658
Libya,2021-03-31,7723464,4553941,75155,4157481
Libya,2021-04-30,8174295,5099709,86003,4669289
Libya,2021-05-31,8556276,5260291,89448,4866614
Liechtenstein,2020-03-31,189231,694,0,0
Liechtenstein,2020-04-30,468516,2371,27,1375
Liechtenstein,2020-05-31,805605,2542,31,1705
Liechtenstein,2020-06-30,1297961,2465,31,1863
Liechtenstein,2020-07-31,2033283,2634,31,2523
Liechtenstein,2020-08-31,2748777,2952,31,2748
Liechtenstein,2020-09-30,3342795,3352,30,3156
Liechtenstein,2020-10-31,4160489,7561,34,4896
Liechtenstein,2020-11-30,4713449,28878,224,21847
Liechtenstein,2020-12-31,5590819,51462,750,43770
Liechtenstein,2021-01-31,6324523,73484,1509,67911
Liechtenstein,2021-02-28,6344170,71015,1482,68724
Liechtenstein,2021-03-31,7723495,81102,1713,78237
Liechtenstein,2021-04-30,8174325,83726,1689,79886
Liechtenstein,2021-05-31,8556305,86432,1676,83561
Lithuania,2020-02-29,5623,1,0,0
Lithuania,2020-03-31,198246,3008,26,5
Lithuania,2020-04-30,468546,30598,574,3894
Lithuania,2020-05-31,805636,47420,1304,32269
Lithuania,2020-06-30,1297991,52692,1763,42704
Lithuania,2020-07-31,2033314,59304,1935,49791
Lithuania,2020-08-31,2748808,75618,2025,55004
Lithuania,2020-09-30,3342825,107305,2141,72070
Lithuania,2020-10-31,4160520,244755,3179,120098
Lithuania,2020-11-30,4713479,1090304,10090,416424
Lithuania,2020-12-31,5590850,3142080,36222,1849291
Lithuania,2021-01-31,6324554,5173306,73890,4165714
Lithuania,2021-02-28,6344198,5336974,85668,4869789
Lithuania,2021-03-31,7723526,6413345,106016,5955315
Lithuania,2021-04-30,8174355,6935557,112205,6299755
Lithuania,2021-05-31,8556334,7627692,118773,6922137
Luxembourg,2020-02-29,2872,1,0,0
Luxembourg,2020-03-31,197298,17209,162,270
Luxembourg,2020-04-30,468576,99317,1943,33583
Luxembourg,2020-05-31,805667,121711,3228,112731
Luxembourg,2020-06-30,1298021,122950,3300,117846
Luxembourg,2020-07-31,2033345,166386,3446,135267
Luxembourg,2020-08-31,2748839,225779,3780,200079
Luxembourg,2020-09-30,3342855,225144,3720,198151
Luxembourg,2020-10-31,4160551,351609,4203,259294
Luxembourg,2020-11-30,4713509,800948,6941,515737
Luxembourg,2020-12-31,5590881,1297802,12816,1045714
Luxembourg,2021-01-31,6324585,1506358,16872,1404785
Luxembourg,2021-02-28,6344226,1482434,17094,1390986
Luxembourg,2021-03-31,7723557,1807017,21542,1689447
Luxembourg,2021-04-30,8174385,1934308,23280,1813346
Luxembourg,2021-05-31,8556363,1995250,23374,1915288
MS Zaandam,2020-03-31,40580,8,0,0
MS Zaandam,2020-04-30,468606,270,60,0
MS Zaandam,2020-05-31,805698,279,62,0
MS Zaandam,2020-06-30,1298051,270,60,0
MS Zaandam,2020-07-31,2033376,279,62,0
MS Zaandam,2020-08-31,2748870,279,62,0
MS Zaandam,2020-09-30,3342885,270,60,0
MS Zaandam,2020-10-31,4160582,279,62,0
MS Zaandam,2020-11-30,4713539,270,60,0
